participant,trial,video_id,skill_level,tool,path_length,usage_time,num_detections,method
P3,1,P3.1,novice,diamond keratome iso,3332.3555312693206,22.666666666666668,340,SAM3_sequential
P3,1,P3.1,novice,diamond keratome straight,499.89973901842495,10.533333333333333,158,SAM3_sequential
P3,1,P3.1,novice,forceps,1586.5363975149182,11.6,174,SAM3_sequential
P3,1,P3.1,novice,viscoelastic cannula,732.9342155722898,11.2,168,SAM3_sequential
P3,2,P3.2,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P3,2,P3.2,novice,cystotome needle,5132.298598242827,45.93333333333333,689,SAM3_sequential
P3,2,P3.2,novice,diamond keratome iso,4544.471633158719,12.066666666666666,181,SAM3_sequential
P3,2,P3.2,novice,diamond keratome straight,827.5310584044578,10.333333333333334,155,SAM3_sequential
P3,2,P3.2,novice,forceps,9030.079309613368,51.0,765,SAM3_sequential
P3,2,P3.2,novice,viscoelastic cannula,890.4505427160793,9.866666666666667,148,SAM3_sequential
P3,3,P3.3,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P3,3,P3.3,novice,cystotome needle,2111.580149972586,24.266666666666666,364,SAM3_sequential
P3,3,P3.3,novice,diamond keratome iso,704.5006729457269,4.4,66,SAM3_sequential
P3,3,P3.3,novice,diamond keratome straight,125.54434681149885,2.6666666666666665,40,SAM3_sequential
P3,3,P3.3,novice,forceps,1445.2004788688105,8.066666666666666,121,SAM3_sequential
P3,3,P3.3,novice,viscoelastic cannula,1328.5463305995756,9.2,138,SAM3_sequential
P3,4,P3.4,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P3,4,P3.4,novice,cystotome needle,2690.4838358742345,28.666666666666668,430,SAM3_sequential
P3,4,P3.4,novice,diamond keratome iso,2430.4969592082825,10.866666666666667,163,SAM3_sequential
P3,4,P3.4,novice,diamond keratome straight,253.2338943548399,3.8666666666666667,58,SAM3_sequential
P3,4,P3.4,novice,forceps,1844.2344105753623,12.2,183,SAM3_sequential
P3,4,P3.4,novice,viscoelastic cannula,994.0668870006203,7.6,114,SAM3_sequential
P3,5,P3.5,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P3,5,P3.5,novice,cystotome needle,3406.8462681883802,27.266666666666666,409,SAM3_sequential
P3,5,P3.5,novice,diamond keratome iso,2429.4908777554347,10.2,153,SAM3_sequential
P3,5,P3.5,novice,diamond keratome straight,236.64211060547484,3.066666666666667,46,SAM3_sequential
P3,5,P3.5,novice,forceps,4632.6209073930795,10.466666666666667,157,SAM3_sequential
P3,5,P3.5,novice,viscoelastic cannula,795.558347449014,8.666666666666666,130,SAM3_sequential
P4,1,P4.1,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P4,1,P4.1,novice,cystotome needle,6474.361004730629,63.4,951,SAM3_sequential
P4,1,P4.1,novice,diamond keratome iso,736.1951130755559,9.0,135,SAM3_sequential
P4,1,P4.1,novice,diamond keratome straight,1400.2509971651364,7.8,117,SAM3_sequential
P4,1,P4.1,novice,forceps,4119.1885256445985,51.0,765,SAM3_sequential
P4,1,P4.1,novice,viscoelastic cannula,3473.672324623869,19.4,291,SAM3_sequential
P4,2,P4.2,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P4,2,P4.2,novice,cystotome needle,4847.453979384816,37.86666666666667,568,SAM3_sequential
P4,2,P4.2,novice,diamond keratome iso,547.8423165216805,6.066666666666666,91,SAM3_sequential
P4,2,P4.2,novice,diamond keratome straight,1200.7178898552863,8.733333333333333,131,SAM3_sequential
P4,2,P4.2,novice,forceps,2808.6226058344823,37.2,558,SAM3_sequential
P4,2,P4.2,novice,viscoelastic cannula,3519.2051806560844,9.066666666666666,136,SAM3_sequential
P4,3,P4.3,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P4,3,P4.3,novice,cystotome needle,4342.806631861002,28.533333333333335,428,SAM3_sequential
P4,3,P4.3,novice,diamond keratome iso,879.4763995086776,7.8,117,SAM3_sequential
P4,3,P4.3,novice,diamond keratome straight,1044.3908655885261,8.333333333333334,125,SAM3_sequential
P4,3,P4.3,novice,forceps,3087.553249250369,42.13333333333333,632,SAM3_sequential
P4,3,P4.3,novice,viscoelastic cannula,1785.7634702807686,12.0,180,SAM3_sequential
P4,4,P4.4,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P4,4,P4.4,novice,cystotome needle,3888.60089291114,21.2,318,SAM3_sequential
P4,4,P4.4,novice,diamond keratome iso,1801.4392558090594,12.4,186,SAM3_sequential
P4,4,P4.4,novice,diamond keratome straight,449.34510004059337,6.133333333333334,92,SAM3_sequential
P4,4,P4.4,novice,forceps,4034.292913584364,39.06666666666667,586,SAM3_sequential
P4,4,P4.4,novice,viscoelastic cannula,1568.3787838909184,8.133333333333333,122,SAM3_sequential
P4,5,P4.5,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P4,5,P4.5,novice,cystotome needle,3202.1215690341282,19.266666666666666,289,SAM3_sequential
P4,5,P4.5,novice,diamond keratome iso,1957.1030281069227,9.066666666666666,136,SAM3_sequential
P4,5,P4.5,novice,diamond keratome straight,349.19559992682423,4.2,63,SAM3_sequential
P4,5,P4.5,novice,forceps,1981.2460711503443,21.666666666666668,325,SAM3_sequential
P4,5,P4.5,novice,viscoelastic cannula,555.0112612717569,4.8,72,SAM3_sequential
P5,1,P5.1,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P5,1,P5.1,novice,cystotome needle,2152.3533696448485,17.666666666666668,265,SAM3_sequential
P5,1,P5.1,novice,diamond keratome iso,150.85317105994739,2.2,33,SAM3_sequential
P5,1,P5.1,novice,diamond keratome straight,989.8819499639852,7.4,111,SAM3_sequential
P5,1,P5.1,novice,forceps,3382.0134152106184,55.86666666666667,838,SAM3_sequential
P5,1,P5.1,novice,viscoelastic cannula,2473.1996321063953,17.866666666666667,268,SAM3_sequential
P5,2,P5.2,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P5,2,P5.2,novice,cystotome needle,1008.3804624140503,21.933333333333334,329,SAM3_sequential
P5,2,P5.2,novice,diamond keratome iso,1294.0619510773001,4.533333333333333,68,SAM3_sequential
P5,2,P5.2,novice,diamond keratome straight,1099.091851853033,8.333333333333334,125,SAM3_sequential
P5,2,P5.2,novice,forceps,6801.550191884267,47.0,705,SAM3_sequential
P5,2,P5.2,novice,viscoelastic cannula,1504.2411019410358,16.333333333333332,245,SAM3_sequential
P5,3,P5.3,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P5,3,P5.3,novice,cystotome needle,1184.278043687499,17.133333333333333,257,SAM3_sequential
P5,3,P5.3,novice,diamond keratome iso,1113.0973492769758,7.8,117,SAM3_sequential
P5,3,P5.3,novice,diamond keratome straight,468.26642195202106,6.8,102,SAM3_sequential
P5,3,P5.3,novice,forceps,4765.605365805515,46.6,699,SAM3_sequential
P5,3,P5.3,novice,viscoelastic cannula,1570.9036557873958,16.466666666666665,247,SAM3_sequential
P5,4,P5.4,novice,capsulorhexis forceps,0.0,0.0,0,SAM3_sequential
P5,4,P5.4,novice,cystotome needle,1036.4045616452659,13.8,207,SAM3_sequential
P5,4,P5.4,novice,diamond keratome iso,513.0815380113092,2.0,30,SAM3_sequential
P5,4,P5.4,novice,diamond keratome straight,933.2110527149637,7.066666666666666,106,SAM3_sequential
P5,4,P5.4,novice,forceps,3658.0344090191024,44.13333333333333,662,SAM3_sequential
P5,4,P5.4,novice,viscoelastic cannula,2090.855026269535,16.533333333333335,248,SAM3_sequential
P5,5,P5.5,novice,capsulorhexis forceps,6228.067665872632,48.2,723,SAM3_sequential
P5,5,P5.5,novice,cystotome needle,1053.2793453194577,11.8,177,SAM3_sequential
P5,5,P5.5,novice,diamond keratome iso,359.7267181617083,6.333333333333333,95,SAM3_sequential
P5,5,P5.5,novice,diamond keratome straight,876.4358434772697,8.2,123,SAM3_sequential
P5,5,P5.5,novice,forceps,2939.9227487038793,43.6,654,SAM3_sequential
P5,5,P5.5,novice,viscoelastic cannula,1999.115089779166,14.933333333333334,224,SAM3_sequential
P1,1,P1.1,expert,capsulorhexis forceps,3081.5241185682216,8.6,129,YOLO26
P1,1,P1.1,expert,cystotome needle,0.0,0.0,0,YOLO26
P1,1,P1.1,expert,diamond keratome iso,21.50581316760657,0.13333333333333333,2,YOLO26
P1,1,P1.1,expert,diamond keratome straight,0.0,0.0,0,YOLO26
P1,1,P1.1,expert,forceps,4726.446720247441,15.333333333333334,230,YOLO26
P1,1,P1.1,expert,viscoelastic cannula,0.0,0.0,0,YOLO26
P1,2,P1.2,expert,capsulorhexis forceps,3307.149981796322,5.2,78,YOLO26
P1,2,P1.2,expert,cystotome needle,0.0,0.0,0,YOLO26
P1,2,P1.2,expert,diamond keratome iso,0.0,0.0,0,YOLO26
P1,2,P1.2,expert,diamond keratome straight,0.0,0.0,0,YOLO26
P1,2,P1.2,expert,forceps,173.65512922658294,0.6666666666666666,10,YOLO26
P1,2,P1.2,expert,viscoelastic cannula,0.0,0.0,0,YOLO26
P1,3,P1.3,expert,capsulorhexis forceps,5049.930253236331,14.866666666666667,223,YOLO26
P1,3,P1.3,expert,cystotome needle,0.0,0.0,0,YOLO26
P1,3,P1.3,expert,diamond keratome iso,0.0,0.06666666666666667,1,YOLO26
P1,3,P1.3,expert,diamond keratome straight,176.25504378681865,0.2,3,YOLO26
P1,3,P1.3,expert,forceps,2609.6692855479764,4.666666666666667,70,YOLO26
P1,3,P1.3,expert,viscoelastic cannula,373.1241245485499,1.0,15,YOLO26
P1,4,P1.4,expert,capsulorhexis forceps,7169.822846643603,23.666666666666668,355,YOLO26
P1,4,P1.4,expert,cystotome needle,0.0,0.0,0,YOLO26
P1,4,P1.4,expert,diamond keratome iso,0.0,0.0,0,YOLO26
P1,4,P1.4,expert,diamond keratome straight,0.0,0.0,0,YOLO26
P1,4,P1.4,expert,forceps,2747.759643644493,2.933333333333333,44,YOLO26
P1,4,P1.4,expert,viscoelastic cannula,202.62345255825255,1.8,27,YOLO26
P1,5,P1.5,expert,capsulorhexis forceps,4335.053267420901,10.466666666666667,157,YOLO26
P1,5,P1.5,expert,cystotome needle,0.0,0.0,0,YOLO26
P1,5,P1.5,expert,diamond keratome iso,0.0,0.0,0,YOLO26
P1,5,P1.5,expert,diamond keratome straight,25.13573662495024,0.4,6,YOLO26
P1,5,P1.5,expert,forceps,7462.736942614576,7.666666666666667,115,YOLO26
P1,5,P1.5,expert,viscoelastic cannula,258.36632959799806,1.4,21,YOLO26
P2,1,P2.1,novice,capsulorhexis forceps,15762.127082099361,101.33333333333333,1520,YOLO26
P2,1,P2.1,novice,cystotome needle,10155.257533819622,50.86666666666667,763,YOLO26
P2,1,P2.1,novice,diamond keratome iso,1403.3500258798174,8.466666666666667,127,YOLO26
P2,1,P2.1,novice,diamond keratome straight,251.94234821211998,2.8666666666666667,43,YOLO26
P2,1,P2.1,novice,forceps,906.5375997114699,14.266666666666667,214,YOLO26
P2,1,P2.1,novice,viscoelastic cannula,4893.196050469085,27.866666666666667,418,YOLO26
P2,2,P2.2,novice,capsulorhexis forceps,20412.14317148653,116.26666666666667,1744,YOLO26
P2,2,P2.2,novice,cystotome needle,6307.300017050992,33.93333333333333,509,YOLO26
P2,2,P2.2,novice,diamond keratome iso,6095.3056898441355,21.466666666666665,322,YOLO26
P2,2,P2.2,novice,diamond keratome straight,917.8687048316564,6.266666666666667,94,YOLO26
P2,2,P2.2,novice,forceps,6541.66058548353,12.666666666666666,190,YOLO26
P2,2,P2.2,novice,viscoelastic cannula,1406.023756650623,14.4,216,YOLO26
P2,3,P2.3,novice,capsulorhexis forceps,6089.134273564776,51.733333333333334,776,YOLO26
P2,3,P2.3,novice,cystotome needle,5811.012286110409,37.06666666666667,556,YOLO26
P2,3,P2.3,novice,diamond keratome iso,3258.2984363791566,22.066666666666666,331,YOLO26
P2,3,P2.3,novice,diamond keratome straight,320.4227757666614,2.533333333333333,38,YOLO26
P2,3,P2.3,novice,forceps,0.0,0.0,0,YOLO26
P2,3,P2.3,novice,viscoelastic cannula,1532.7043975587214,12.733333333333333,191,YOLO26
P2,4,P2.4,novice,capsulorhexis forceps,12113.357985592584,107.13333333333334,1607,YOLO26
P2,4,P2.4,novice,cystotome needle,8030.452671126888,23.2,348,YOLO26
P2,4,P2.4,novice,diamond keratome iso,2778.7874750719516,14.466666666666667,217,YOLO26
P2,4,P2.4,novice,diamond keratome straight,99.55115331812628,2.466666666666667,37,YOLO26
P2,4,P2.4,novice,forceps,1033.6327772530803,14.466666666666667,217,YOLO26
P2,4,P2.4,novice,viscoelastic cannula,836.7525137930978,9.666666666666666,145,YOLO26
P2,5,P2.5,novice,capsulorhexis forceps,5049.764278473178,50.333333333333336,755,YOLO26
P2,5,P2.5,novice,cystotome needle,4012.118325461604,28.866666666666667,433,YOLO26
P2,5,P2.5,novice,diamond keratome iso,2002.1419204129832,11.666666666666666,175,YOLO26
P2,5,P2.5,novice,diamond keratome straight,300.3497232949138,4.266666666666667,64,YOLO26
P2,5,P2.5,novice,forceps,2769.3695780623234,17.2,258,YOLO26
P2,5,P2.5,novice,viscoelastic cannula,1359.5877606562235,12.866666666666667,193,YOLO26
P3,1,P3.1,novice,capsulorhexis forceps,14588.73382582777,74.53333333333333,1118,YOLO26
P3,1,P3.1,novice,cystotome needle,4474.248226765915,21.933333333333334,329,YOLO26
P3,1,P3.1,novice,diamond keratome iso,2847.854789471831,20.933333333333334,314,YOLO26
P3,1,P3.1,novice,diamond keratome straight,97.7578586042813,2.3333333333333335,35,YOLO26
P3,1,P3.1,novice,forceps,1367.655987860255,11.533333333333333,173,YOLO26
P3,1,P3.1,novice,viscoelastic cannula,827.2410827583387,11.0,165,YOLO26
P3,2,P3.2,novice,capsulorhexis forceps,7264.6758778304475,55.86666666666667,838,YOLO26
P3,2,P3.2,novice,cystotome needle,3057.5080502457727,21.0,315,YOLO26
P3,2,P3.2,novice,diamond keratome iso,2199.5047299494504,8.933333333333334,134,YOLO26
P3,2,P3.2,novice,diamond keratome straight,524.6174097818135,9.266666666666667,139,YOLO26
P3,2,P3.2,novice,forceps,5341.273670357281,26.266666666666666,394,YOLO26
P3,2,P3.2,novice,viscoelastic cannula,838.6912143222526,9.733333333333333,146,YOLO26
P3,3,P3.3,novice,capsulorhexis forceps,10313.887520804117,60.46666666666667,907,YOLO26
P3,3,P3.3,novice,cystotome needle,1616.6059603453405,11.0,165,YOLO26
P3,3,P3.3,novice,diamond keratome iso,1323.1701016972274,8.066666666666666,121,YOLO26
P3,3,P3.3,novice,diamond keratome straight,247.2063705456191,3.066666666666667,46,YOLO26
P3,3,P3.3,novice,forceps,667.9302745964831,3.4,51,YOLO26
P3,3,P3.3,novice,viscoelastic cannula,1021.3194209702091,7.6,114,YOLO26
P3,4,P3.4,novice,capsulorhexis forceps,7830.931772964963,63.13333333333333,947,YOLO26
P3,4,P3.4,novice,cystotome needle,1397.709990065036,14.0,210,YOLO26
P3,4,P3.4,novice,diamond keratome iso,2324.805131667292,10.4,156,YOLO26
P3,4,P3.4,novice,diamond keratome straight,208.90184608258105,3.8666666666666667,58,YOLO26
P3,4,P3.4,novice,forceps,2711.555277667176,12.066666666666666,181,YOLO26
P3,4,P3.4,novice,viscoelastic cannula,903.7698762542614,7.4,111,YOLO26
P3,5,P3.5,novice,capsulorhexis forceps,4978.092337137995,44.53333333333333,668,YOLO26
P3,5,P3.5,novice,cystotome needle,1473.6407086086624,8.333333333333334,125,YOLO26
P3,5,P3.5,novice,diamond keratome iso,2194.137178844351,9.533333333333333,143,YOLO26
P3,5,P3.5,novice,diamond keratome straight,159.01703914298994,2.933333333333333,44,YOLO26
P3,5,P3.5,novice,forceps,2489.912441918069,9.4,141,YOLO26
P3,5,P3.5,novice,viscoelastic cannula,779.8719338864189,8.533333333333333,128,YOLO26
P4,1,P4.1,novice,capsulorhexis forceps,16786.019021336797,62.46666666666667,937,YOLO26
P4,1,P4.1,novice,cystotome needle,6364.402285835841,14.0,210,YOLO26
P4,1,P4.1,novice,diamond keratome iso,2326.844574609281,8.866666666666667,133,YOLO26
P4,1,P4.1,novice,diamond keratome straight,0.0,0.06666666666666667,1,YOLO26
P4,1,P4.1,novice,forceps,1944.0939987163626,13.933333333333334,209,YOLO26
P4,1,P4.1,novice,viscoelastic cannula,3201.5674547963686,16.066666666666666,241,YOLO26
P4,2,P4.2,novice,capsulorhexis forceps,10473.845123596206,78.0,1170,YOLO26
P4,2,P4.2,novice,cystotome needle,9372.019944175714,36.86666666666667,553,YOLO26
P4,2,P4.2,novice,diamond keratome iso,574.3308422151506,5.266666666666667,79,YOLO26
P4,2,P4.2,novice,diamond keratome straight,0.0,0.0,0,YOLO26
P4,2,P4.2,novice,forceps,1443.8581383562498,13.066666666666666,196,YOLO26
P4,2,P4.2,novice,viscoelastic cannula,1328.9966081330388,7.333333333333333,110,YOLO26
P4,3,P4.3,novice,capsulorhexis forceps,10055.308970801862,65.33333333333333,980,YOLO26
P4,3,P4.3,novice,cystotome needle,3703.642833378372,24.6,369,YOLO26
P4,3,P4.3,novice,diamond keratome iso,740.195238899989,7.0,105,YOLO26
P4,3,P4.3,novice,diamond keratome straight,40.22881918570846,0.2,3,YOLO26
P4,3,P4.3,novice,forceps,2068.0396316284778,9.8,147,YOLO26
P4,3,P4.3,novice,viscoelastic cannula,2079.409358330276,9.2,138,YOLO26
P4,4,P4.4,novice,capsulorhexis forceps,10331.811027175992,56.93333333333333,854,YOLO26
P4,4,P4.4,novice,cystotome needle,3534.8520737147173,14.333333333333334,215,YOLO26
P4,4,P4.4,novice,diamond keratome iso,2264.426082247088,12.0,180,YOLO26
P4,4,P4.4,novice,diamond keratome straight,619.2099456191361,6.0,90,YOLO26
P4,4,P4.4,novice,forceps,1363.671791213951,5.133333333333334,77,YOLO26
P4,4,P4.4,novice,viscoelastic cannula,1084.3520403406833,4.933333333333334,74,YOLO26
P4,5,P4.5,novice,capsulorhexis forceps,10617.56480169387,49.6,744,YOLO26
P4,5,P4.5,novice,cystotome needle,1868.732841043423,4.8,72,YOLO26
P4,5,P4.5,novice,diamond keratome iso,1944.626684883997,8.333333333333334,125,YOLO26
P4,5,P4.5,novice,diamond keratome straight,249.66419341703178,2.7333333333333334,41,YOLO26
P4,5,P4.5,novice,forceps,2042.0333404115863,9.533333333333333,143,YOLO26
P4,5,P4.5,novice,viscoelastic cannula,708.8097323392972,2.933333333333333,44,YOLO26
P5,1,P5.1,novice,capsulorhexis forceps,10403.057178760942,57.733333333333334,866,YOLO26
P5,1,P5.1,novice,cystotome needle,1539.4921085564765,9.333333333333334,140,YOLO26
P5,1,P5.1,novice,diamond keratome iso,436.9487467121421,5.533333333333333,83,YOLO26
P5,1,P5.1,novice,diamond keratome straight,267.6295448868665,0.8666666666666667,13,YOLO26
P5,1,P5.1,novice,forceps,2321.9060324662487,21.8,327,YOLO26
P5,1,P5.1,novice,viscoelastic cannula,2394.1521111649236,13.4,201,YOLO26
P5,2,P5.2,novice,capsulorhexis forceps,5468.581352205017,30.866666666666667,463,YOLO26
P5,2,P5.2,novice,cystotome needle,1499.4189195679219,4.8,72,YOLO26
P5,2,P5.2,novice,diamond keratome iso,3848.402961188296,8.2,123,YOLO26
P5,2,P5.2,novice,diamond keratome straight,321.9668248607845,0.4666666666666667,7,YOLO26
P5,2,P5.2,novice,forceps,7954.392406378045,13.2,198,YOLO26
P5,2,P5.2,novice,viscoelastic cannula,1159.401496931912,11.266666666666667,169,YOLO26
P5,3,P5.3,novice,capsulorhexis forceps,5506.111060947516,29.2,438,YOLO26
P5,3,P5.3,novice,cystotome needle,893.4998632151837,5.533333333333333,83,YOLO26
P5,3,P5.3,novice,diamond keratome iso,9.517147640331036,0.4666666666666667,7,YOLO26
P5,3,P5.3,novice,diamond keratome straight,0.0,0.06666666666666667,1,YOLO26
P5,3,P5.3,novice,forceps,3978.9594024109697,18.6,279,YOLO26
P5,3,P5.3,novice,viscoelastic cannula,1175.5070010357358,8.866666666666667,133,YOLO26
P5,4,P5.4,novice,capsulorhexis forceps,5877.174263219192,51.06666666666667,766,YOLO26
P5,4,P5.4,novice,cystotome needle,768.8164328709247,7.866666666666666,118,YOLO26
P5,4,P5.4,novice,diamond keratome iso,608.1454495431003,4.8,72,YOLO26
P5,4,P5.4,novice,diamond keratome straight,271.53605605605156,1.5333333333333334,23,YOLO26
P5,4,P5.4,novice,forceps,5753.971250468649,12.266666666666667,184,YOLO26
P5,4,P5.4,novice,viscoelastic cannula,1146.567139712786,10.733333333333333,161,YOLO26
P5,5,P5.5,novice,capsulorhexis forceps,7043.957811497026,44.8,672,YOLO26
P5,5,P5.5,novice,cystotome needle,381.3628952030117,3.533333333333333,53,YOLO26
P5,5,P5.5,novice,diamond keratome iso,387.994233153584,6.266666666666667,94,YOLO26
P5,5,P5.5,novice,diamond keratome straight,268.0146817759329,1.6,24,YOLO26
P5,5,P5.5,novice,forceps,2044.6193936741174,10.266666666666667,154,YOLO26
P5,5,P5.5,novice,viscoelastic cannula,1463.8395133442616,9.266666666666667,139,YOLO26
